DATE,IC4WSA
7/20/96,339500
7/27/96,337000
8/3/96,333000
8/10/96,329000
8/17/96,330000
8/24/96,332500
8/31/96,333250
9/7/96,333750
9/14/96,334250
9/21/96,338000
9/28/96,342750
10/5/96,343250
10/12/96,342250
10/19/96,338000
10/26/96,339000
11/2/96,338750
11/9/96,337000
11/16/96,338750
11/23/96,337500
11/30/96,337000
12/7/96,344000
12/14/96,346500
12/21/96,347250
12/28/96,353500
1/4/97,351500
1/11/97,344500
1/18/97,343250
1/25/97,339000
2/1/97,335500
2/8/97,333250
2/15/97,325250
2/22/97,320750
3/1/97,317750
3/8/97,318250
3/15/97,319750
3/22/97,318000
3/29/97,319000
4/5/97,321000
4/12/97,323750
4/19/97,324000
4/26/97,327000
5/3/97,331250
5/10/97,328250
5/17/97,329750
5/24/97,324500
5/31/97,319250
6/7/97,322000
6/14/97,325250
6/21/97,325250
6/28/97,325500
7/5/97,329750
7/12/97,328000
7/19/97,324250
7/26/97,320250
8/2/97,313750
8/9/97,314000
8/16/97,324500
8/23/97,329750
8/30/97,332750
9/6/97,328750
9/13/97,321500
9/20/97,319000
9/27/97,315250
10/4/97,314750
10/11/97,312500
10/18/97,312750
10/25/97,310000
11/1/97,310500
11/8/97,311250
11/15/97,313000
11/22/97,313750
11/29/97,315000
12/6/97,317250
12/13/97,316750
12/20/97,317000
12/27/97,313250
1/3/98,312000
1/10/98,314000
1/17/98,321750
1/24/98,322750
1/31/98,323500
2/7/98,318500
2/14/98,313500
2/21/98,318500
2/28/98,319000
3/7/98,318250
3/14/98,317750
3/21/98,316250
3/28/98,315000
4/4/98,316000
4/11/98,312250
4/18/98,311250
4/25/98,311000
5/2/98,309000
5/9/98,309500
5/16/98,309000
5/23/98,308500
5/30/98,313000
6/6/98,313000
6/13/98,314500
6/20/98,324500
6/27/98,338000
7/4/98,352000
7/11/98,351750
7/18/98,343250
7/25/98,333000
8/1/98,324250
8/8/98,323250
8/15/98,321500
8/22/98,313250
8/29/98,309000
9/5/98,308250
9/12/98,307250
9/19/98,308000
9/26/98,304000
10/3/98,301250
10/10/98,304250
10/17/98,307500
10/24/98,311250
10/31/98,312750
11/7/98,312750
11/14/98,316750
11/21/98,315500
11/28/98,316000
12/5/98,318500
12/12/98,311250
12/19/98,309500
12/26/98,316000
1/2/99,317250
1/9/99,327250
1/16/99,337750
1/23/99,331500
1/30/99,325000
2/6/99,311500
2/13/99,304750
2/20/99,302500
2/27/99,301500
3/6/99,303750
3/13/99,302750
3/20/99,303500
3/27/99,302750
4/3/99,305250
4/10/99,308000
4/17/99,310250
4/24/99,308500
5/1/99,305000
5/8/99,302750
5/15/99,299500
5/22/99,301250
5/29/99,303000
6/5/99,301250
6/12/99,298500
6/19/99,297000
6/26/99,294000
7/3/99,290000
7/10/99,289500
7/17/99,293750
7/24/99,297500
7/31/99,300750
8/7/99,302500
8/14/99,298250
8/21/99,293250
8/28/99,290750
9/4/99,289500
9/11/99,286750
9/18/99,285500
9/25/99,289500
10/2/99,294250
10/9/99,296750
10/16/99,298250
10/23/99,291750
10/30/99,285750
11/6/99,283500
11/13/99,282000
11/20/99,281000
11/27/99,281750
12/4/99,283000
12/11/99,280750
12/18/99,283500
12/25/99,278500
1/1/00,278250
1/8/00,284750
1/15/00,285250
1/22/00,289250
1/29/00,289000
2/5/00,292500
2/12/00,295250
2/19/00,295000
2/26/00,293750
3/4/00,287250
3/11/00,279750
3/18/00,276750
3/25/00,274750
4/1/00,269750
4/8/00,269250
4/15/00,266250
4/22/00,266750
4/29/00,273000
5/6/00,279250
5/13/00,283500
5/20/00,285000
5/27/00,282250
6/3/00,281500
6/10/00,283500
6/17/00,287000
6/24/00,291000
7/1/00,288750
7/8/00,291000
7/15/00,293250
7/22/00,294250
7/29/00,298500
8/5/00,301750
8/12/00,304750
8/19/00,309250
8/26/00,312750
9/2/00,311500
9/9/00,310000
9/16/00,308250
9/23/00,302250
9/30/00,300000
10/7/00,300000
10/14/00,297000
10/21/00,298750
10/28/00,301000
11/4/00,306500
11/11/00,311250
11/18/00,320500
11/25/00,334250
12/2/00,336000
12/9/00,336750
12/16/00,342250
12/23/00,344250
12/30/00,348000
1/6/01,352000
1/13/01,343000
1/20/01,337750
1/27/01,340000
2/3/01,349750
2/10/01,361500
2/17/01,365250
2/24/01,371250
3/3/01,373250
3/10/01,380250
3/17/01,389000
3/24/01,387000
3/31/01,388000
4/7/01,389250
4/14/01,386750
4/21/01,392250
4/28/01,396750
5/5/01,392500
5/12/01,394250
5/19/01,394750
5/26/01,394500
6/2/01,400750
6/9/01,406000
6/16/01,404000
6/23/01,398000
6/30/01,395000
7/7/01,392500
7/14/01,395250
7/21/01,399500
7/28/01,398000
8/4/01,398000
8/11/01,395250
8/18/01,396250
8/25/01,398000
9/1/01,398250
9/8/01,401750
9/15/01,400000
9/22/01,414500
9/29/01,443250
10/6/01,460250
10/13/01,482000
10/20/01,489250
10/27/01,480750
11/3/01,471750
11/10/01,458250
11/17/01,445500
11/24/01,447500
12/1/01,453750
12/8/01,445000
12/15/01,434500
12/22/01,415750
12/29/01,404750
1/5/02,405750
1/12/02,413000
1/19/02,410250
1/26/02,408500
2/2/02,410250
2/9/02,405000
2/16/02,403000
2/23/02,399000
3/2/02,396000
3/9/02,396500
3/16/02,395250
3/23/02,399500
3/30/02,421250
4/6/02,432750
4/13/02,445250
4/20/02,445500
4/27/02,429250
5/4/02,420250
5/11/02,413000
5/18/02,411750
5/25/02,409000
6/1/02,401250
6/8/02,395000
6/15/02,391250
6/22/02,387500
6/29/02,389500
7/6/02,390250
7/13/02,387250
7/20/02,385000
7/27/02,386000
8/3/02,385250
8/10/02,386500
8/17/02,391500
8/24/02,393500
8/31/02,395000
9/7/02,401750
9/14/02,405000
9/21/02,405750
9/28/02,409500
10/5/02,406500
10/12/02,404750
10/19/02,407500
10/26/02,407500
11/2/02,407750
11/9/02,406500
11/16/02,400750
11/23/02,396000
11/30/02,389000
12/7/02,395250
12/14/02,405250
12/21/02,406250
12/28/02,414250
1/4/03,406250
1/11/03,393500
1/18/03,395500
1/25/03,395000
2/1/03,400000
2/8/03,403000
2/15/03,407500
2/22/03,411000
3/1/03,416750
3/8/03,425250
3/15/03,427750
3/22/03,425250
3/29/03,425250
4/5/03,423500
4/12/03,424500
4/19/03,434250
4/26/03,436250
5/3/03,439000
5/10/03,434750
5/17/03,428500
5/24/03,422250
5/31/03,423000
6/7/03,426000
6/14/03,425000
6/21/03,422250
6/28/03,421750
7/5/03,422750
7/12/03,420500
7/19/03,419250
7/26/03,411500
8/2/03,403500
8/9/03,401500
8/16/03,400250
8/23/03,398500
8/30/03,400000
9/6/03,404500
9/13/03,403500
9/20/03,400500
9/27/03,395500
10/4/03,386500
10/11/03,382000
10/18/03,384000
10/25/03,382000
11/1/03,376250
11/8/03,375000
11/15/03,370750
11/22/03,364500
11/29/03,363000
12/6/03,362000
12/13/03,360250
12/20/03,360250
12/27/03,358250
1/3/04,355500
1/10/04,353250
1/17/04,355250
1/24/04,356250
1/31/04,361250
2/7/04,367750
2/14/04,366250
2/21/04,367750
2/28/04,360750
3/6/04,351750
3/13/04,347250
3/20/04,344000
3/27/04,342000
4/3/04,339750
4/10/04,344000
4/17/04,348500
4/24/04,348250
5/1/04,345500
5/8/04,339000
5/15/04,335250
5/22/04,336000
5/29/04,339250
6/5/04,345750
6/12/04,343250
6/19/04,346250
6/26/04,349000
7/3/04,341750
7/10/04,343250
7/17/04,343500
7/24/04,343500
7/31/04,347250
8/7/04,345000
8/14/04,339250
8/21/04,338000
8/28/04,340750
9/4/04,338250
9/11/04,338000
9/18/04,337500
9/25/04,337250
10/2/04,339500
10/9/04,341250
10/16/04,337750
10/23/04,334500
10/30/04,333750
11/6/04,331750
11/13/04,334250
11/20/04,328000
11/27/04,328750
12/4/04,332000
12/11/04,326750
12/18/04,329000
12/25/04,325250
1/1/05,328500
1/8/05,341750
1/15/05,344250
1/22/05,346500
1/29/05,340250
2/5/05,324750
2/12/05,318750
2/19/05,316000
2/26/05,311750
3/5/05,318250
3/12/05,322250
3/19/05,325000
3/26/05,332000
4/2/05,332500
4/9/05,332250
4/16/05,326750
4/23/05,320500
4/30/05,320250
5/7/05,321250
5/14/05,324750
5/21/05,325500
5/28/05,327000
6/4/05,329750
6/11/05,332750
6/18/05,333000
6/25/05,325750
7/2/05,323000
7/9/05,324250
7/16/05,324750
7/23/05,326500
7/30/05,323750
8/6/05,317000
8/13/05,316000
8/20/05,315250
8/27/05,315750
9/3/05,319500
9/10/05,345250
9/17/05,372500
9/24/05,382750
10/1/05,397250
10/8/05,387500
10/15/05,368500
10/22/05,359750
10/29/05,344250
11/5/05,329750
11/12/05,320000
11/19/05,320000
11/26/05,317250
12/3/05,316250
12/10/05,320750
12/17/05,317750
12/24/05,320000
12/31/05,315250
1/7/06,315000
1/14/06,308250
1/21/06,300750
1/28/06,295750
2/4/06,286500
2/11/06,289750
2/18/06,288000
2/25/06,290750
3/4/06,294000
3/11/06,296250
3/18/06,301250
3/25/06,301750
4/1/06,299000
4/8/06,297000
4/15/06,296000
4/22/06,299250
4/29/06,306750
5/6/06,318750
5/13/06,327750
5/20/06,330500
5/27/06,332750
6/3/06,322750
6/10/06,313500
6/17/06,310750
6/24/06,305500
7/1/06,307750
7/8/06,319000
7/15/06,321500
7/22/06,320750
7/29/06,319500
8/5/06,313250
8/12/06,311250
8/19/06,313500
8/26/06,314250
9/2/06,313500
9/9/06,314500
9/16/06,316750
9/23/06,318000
9/30/06,316500
10/7/06,317000
10/14/06,312250
10/21/06,310750
10/28/06,315500
11/4/06,316250
11/11/06,317750
11/18/06,321000
11/25/06,326250
12/2/06,328250
12/9/06,328250
12/16/06,326250
12/23/06,319750
12/30/06,323250
1/6/07,328000
1/13/07,322500
1/20/07,325500
1/27/07,317250
2/3/07,312250
2/10/07,322750
2/17/07,319250
2/24/07,322750
3/3/07,325250
3/10/07,317750
3/17/07,314750
3/24/07,310000
3/31/07,306750
4/7/07,312750
4/14/07,317250
4/21/07,321750
4/28/07,320250
5/5/07,312250
5/12/07,304750
5/19/07,302000
5/26/07,304250
6/2/07,307500
6/9/07,311500
6/16/07,314000
6/23/07,314750
6/30/07,315750
7/7/07,317750
7/14/07,317000
7/21/07,316250
7/28/07,313250
8/4/07,311500
8/11/07,311250
8/18/07,314000
8/25/07,320000
9/1/07,320000
9/8/07,321250
9/15/07,319250
9/22/07,312500
9/29/07,313250
10/6/07,312000
10/13/07,317500
10/20/07,325500
10/27/07,328250
11/3/07,331000
11/10/07,330500
11/17/07,330000
11/24/07,336000
12/1/07,340250
12/8/07,340000
12/15/07,344500
12/22/07,345250
12/29/07,349250
1/5/08,352750
1/12/08,345750
1/19/08,337250
1/26/08,338750
2/2/08,339750
2/9/08,345250
2/16/08,349750
2/23/08,346750
3/1/08,345500
3/8/08,346500
3/15/08,354000
3/22/08,357500
3/29/08,368000
4/5/08,369500
4/12/08,368500
4/19/08,363750
4/26/08,359500
5/3/08,363500
5/10/08,363750
5/17/08,368250
5/24/08,368000
5/31/08,366000
6/7/08,370000
6/14/08,372750
6/21/08,375750
6/28/08,383250
7/5/08,380500
7/12/08,382250
7/19/08,387500
7/26/08,398000
8/2/08,417250
8/9/08,428500
8/16/08,434000
8/23/08,430750
8/30/08,429250
9/6/08,432000
9/13/08,438250
9/20/08,453750
9/27/08,464000
10/4/08,474250
10/11/08,477250
10/18/08,476000
10/25/08,475250
11/1/08,477250
11/8/08,490000
11/15/08,504500
11/22/08,517500
11/29/08,527250
12/6/08,541750
12/13/08,549250
12/20/08,563000
12/27/08,564000
1/3/09,547250
1/10/09,543500
1/17/09,544500
1/24/09,557750
1/31/09,589250
2/7/09,610750
2/14/09,621000
2/21/09,638250
2/28/09,644000
3/7/09,649750
3/14/09,654500
3/21/09,656000
3/28/09,659250
4/4/09,657500
4/11/09,644500
4/18/09,639000
4/25/09,627750
5/2/09,615000
5/9/09,621500
5/16/09,616750
5/23/09,613250
5/30/09,614500
6/6/09,607250
6/13/09,601000
6/20/09,601500
6/27/09,598250
7/4/09,592500
7/11/09,580250
7/18/09,568250
7/25/09,566500
8/1/09,562000
8/8/09,564250
8/15/09,564750
8/22/09,558000
8/29/09,560250
9/5/09,561000
9/12/09,556000
9/19/09,550000
9/26/09,547500
10/3/09,541250
10/10/09,533500
10/17/09,532250
10/24/09,526250
10/31/09,523500
11/7/09,523750
11/14/09,517750
11/21/09,505750
11/28/09,494000
12/5/09,490250
12/12/09,488000
12/19/09,487250
12/26/09,485500
1/2/10,475250
1/9/10,468000
1/16/10,475000
1/23/10,475750
1/30/10,485750
2/6/10,485000
2/13/10,480500
2/20/10,487750
2/27/10,485750
3/6/10,487250
3/13/10,484500
3/20/10,477500
3/27/10,470250
4/3/10,472000
4/10/10,472250
4/17/10,471500
4/24/10,469000
5/1/10,462000
5/8/10,455000
5/15/10,456250
5/22/10,459750
5/29/10,461500
6/5/10,463500
6/12/10,461750
6/19/10,459000
6/26/10,460500
7/3/10,459250
7/10/10,452250
7/17/10,454750
7/24/10,455000
7/31/10,460500
8/7/10,471500
8/14/10,477500
8/21/10,477250
8/28/10,475000
9/4/10,467250
9/11/10,456750
9/18/10,455500
9/25/10,453500
10/2/10,452000
10/9/10,455750
10/16/10,452000
10/23/10,445250
10/30/10,447000
11/6/10,440750
11/13/10,437750
11/20/10,431500
11/27/10,426250
12/4/10,424750
12/11/10,423000
12/18/10,427250
12/25/10,420250
1/1/11,416500
1/8/11,418750
1/15/11,418000
1/22/11,428500
1/29/11,430250
2/5/11,422250
2/12/11,423250
2/19/11,410250
2/26/11,401500
3/5/11,404500
3/12/11,399250
3/19/11,402500
3/26/11,406000
4/2/11,401250
4/9/11,404250
4/16/11,403000
4/23/11,408750
4/30/11,427000
5/7/11,431750
5/14/11,434750
5/21/11,435000
5/28/11,422500
6/4/11,419500
6/11/11,419250
6/18/11,417500
6/25/11,418250
7/2/11,417000
7/9/11,415750
7/16/11,416750
7/23/11,414250
7/30/11,411250
8/6/11,410500
8/13/11,407750
8/20/11,408750
8/27/11,409500
9/3/11,411750
9/10/11,416750
9/17/11,418500
9/24/11,417750
10/1/11,415500
10/8/11,410750
10/15/11,404000
10/22/11,403250
10/29/11,401750
11/5/11,397250
11/12/11,394250
11/19/11,389750
11/26/11,389250
12/3/11,388000
12/10/11,384250
12/17/11,380000
12/24/11,377250
12/31/11,374500
1/7/12,398750
1/14/12,384500
1/21/12,378750
1/28/12,377750
2/4/12,372000
2/11/12,370500
2/18/12,365000
2/25/12,363250
3/3/12,365000
3/10/12,367000
3/17/12,369250
3/24/12,368750
3/31/12,364500
4/7/12,369000
4/14/12,372250
4/21/12,378250
4/28/12,381750
5/5/12,378250
5/12/12,375250
5/19/12,371250
5/26/12,373500
6/2/12,374500
6/9/12,378000
6/16/12,381250
6/23/12,381000
6/30/12,379750
7/7/12,374000
7/14/12,375500
7/21/12,372500
7/28/12,372500
8/4/12,375250
8/11/12,370000
8/18/12,372000
8/25/12,373250
9/1/12,373250
9/8/12,379250
9/15/12,383250
9/22/12,383250
9/29/12,384500
10/6/12,373750
10/13/12,372250
10/20/12,371500
10/27/12,368500
11/3/12,372250
11/10/12,387250
11/17/12,395250
11/24/12,401250
12/1/12,403750
12/8/12,377250
12/15/12,364750
12/22/12,358250
12/29/12,355000
1/5/13,369750
1/12/13,363750
1/19/13,352000
1/26/13,353000
2/2/13,352500
2/9/13,353250
2/16/13,359000
2/23/13,353000
3/2/13,347750
3/9/13,346750
3/16/13,342000
3/23/13,346000
3/30/13,354750
4/6/13,358750
4/13/13,362000
4/20/13,358250
4/27/13,347250
5/4/13,341250
5/11/13,342250
5/18/13,342250
5/25/13,347750
6/1/13,350500
6/8/13,344750
6/15/13,347250
6/22/13,345750
6/29/13,344250
7/6/13,347750
7/13/13,345500
7/20/13,347500
7/27/13,346000
8/3/13,343000
8/10/13,338750
8/17/13,335000
8/24/13,335500
8/31/13,332000
9/7/13,325250
9/14/13,321000
9/21/13,315500
9/28/13,314000
10/5/13,331000
10/12/13,342250
10/19/13,351500
10/26/13,358500
11/2/13,352000
11/9/13,345000
11/16/13,340000
11/23/13,332250
11/30/13,324750
12/7/13,328250
12/14/13,336500
12/21/13,341000
12/28/13,346000
1/4/14,338000
1/11/14,326500
1/18/14,324750
1/25/14,326750
2/1/14,329000
2/8/14,333750
2/15/14,335000
2/22/14,335250
3/1/14,332250
3/8/14,328500
3/15/14,325750
3/22/14,318750
3/29/14,321500
4/5/14,318750
4/12/14,315500
4/19/14,319000
4/26/14,322750
5/3/14,326250
5/10/14,325000
5/17/14,324250
5/24/14,314250
5/31/14,311000
6/7/14,314500
6/14/14,312000
6/21/14,314500
6/28/14,313500
7/5/14,309750
7/12/14,308250
7/19/14,303000
7/26/14,301750
8/2/14,300000
8/9/14,300250
8/16/14,302500
8/23/14,301750
8/30/14,303750
9/6/14,303250
9/13/14,299500
9/20/14,298250
9/27/14,295000
10/4/14,291500
10/11/14,289750
10/18/14,288500
10/25/14,288750
11/1/14,285500
11/8/14,288000
11/15/14,288750
11/22/14,291750
11/29/14,294500
12/6/14,294500
12/13/14,292750
12/20/14,286000
12/27/14,284500
1/3/15,285250
1/10/15,289750
1/17/15,295500
1/24/15,289750
1/31/15,286750
2/7/15,285250
2/14/15,281500
2/21/15,292250
2/28/15,300750
3/7/15,299500
3/14/15,300750
3/21/15,295250
3/28/15,283000
4/4/15,280000
4/11/15,281250
4/18/15,284250
4/25/15,284750
5/2/15,281750
5/9/15,275750
5/16/15,270750
5/23/15,273500
5/30/15,275000
6/6/15,277000
6/13/15,275250
6/20/15,273750
6/27/15,273750
7/4/15,277250
7/11/15,281250
7/18/15,279000
7/25/15,277250
8/1/15,271750
8/8/15,269250
8/15/15,272500
8/22/15,274000
8/29/15,276500
9/5/15,276000
9/12/15,272500
9/19/15,271250
9/26/15,269500
10/3/15,268250
10/10/15,268500
10/17/15,267500
10/24/15,265250
10/31/15,267250
11/7/15,270000
11/14/15,272250
11/21/15,271500
11/28/15,268750
12/5/15,270500
12/12/15,269750
12/19/15,270000
12/26/15,273250
1/2/16,271250
1/9/16,274000
1/16/16,281500
1/23/16,279750
1/30/16,281750
2/6/16,277500
2/13/16,270000
2/20/16,270250
2/27/16,266500
3/5/16,264250
3/12/16,264250
3/19/16,262250
3/26/16,263000
4/2/16,266250
4/9/16,265250
4/16/16,263000
4/23/16,260250
4/30/16,262750
5/7/16,270250
5/14/16,276250
5/21/16,277750
5/28/16,274000
6/4/16,268250
6/11/16,267000
6/18/16,266000
6/25/16,265750
7/2/16,263500
7/9/16,259000
7/16/16,258500
7/23/16,258500
7/30/16,261250
8/6/16,264000
8/13/16,265250
8/20/16,265500
8/27/16,264250
9/3/16,262000
9/10/16,258500
9/17/16,255500
9/24/16,251750
10/1/16,249250
10/8/16,249000
10/15/16,252250
10/22/16,254750
10/29/16,259500
11/5/16,259750
11/12/16,252250
11/19/16,250250
11/26/16,248500
12/3/16,249000
12/10/16,254500
12/17/16,258250
12/24/16,257250
12/31/16,253500
1/7/17,249750
1/14/17,245750
1/21/17,246250
1/28/17,247750
2/4/17,246000
2/11/17,244750
2/18/17,241500
2/25/17,238500
3/4/17,240750
3/11/17,240750
3/18/17,243000
3/25/17,248250
4/1/17,245250
4/8/17,242500
4/15/17,239500
4/22/17,239500
4/29/17,242000
5/6/17,243250
5/13/17,241750
5/20/17,236500
5/27/17,238750
6/3/17,240500
6/10/17,241250
6/17/17,244000
6/24/17,241000
7/1/17,242000
7/8/17,244000
7/15/17,243500
7/22/17,244500
7/29/17,243250
8/5/17,242750
8/12/17,241750
8/19/17,240750
8/26/17,239750
9/2/17,253750
9/9/17,262500
9/16/17,267750
9/23/17,273500
9/30/17,262750
10/7/17,256000
10/14/17,249250
10/21/17,242750
10/28/17,237750
11/4/17,236250
11/11/17,240500
11/18/17,241500
11/25/17,241500
12/2/17,240500
12/9/17,236500
12/16/17,237500
12/23/17,239500
12/30/17,242250
1/6/18,246250
1/13/18,242750
1/20/18,241000
1/27/18,235750
2/3/18,228000
2/10/18,227000
2/17/18,221500
2/24/18,219250
3/3/18,220250
3/10/18,219250
3/17/18,220500
3/24/18,220750
3/31/18,222750
4/7/18,224000
4/14/18,225500
4/21/18,223750
4/28/18,219250
5/5/18,215250
5/12/18,213750
5/19/18,218000
5/26/18,220000
6/2/18,222250
6/9/18,221750
6/16/18,219750
6/23/18,220250
6/30/18,222500
7/7/18,220750
7/14/18,219000
7/21/18,217500
7/28/18,215250
8/4/18,216000
8/11/18,216750
8/18/18,216000
8/25/18,214750
9/1/18,213500
9/8/18,211750
9/15/18,211250
9/22/18,210500
9/29/18,212500
10/6/18,213500
10/13/18,214250
10/20/18,215750
10/27/18,216000
11/3/18,217250
11/10/18,219250
11/17/18,220750
11/24/18,224500
12/1/18,227500
12/8/18,225000
12/15/18,224000
12/22/18,221250
12/29/18,221750
1/5/19,223750
1/12/19,223000
1/19/19,220000
1/26/19,223250
2/2/19,225500
2/9/19,229000
2/16/19,229500
2/23/19,224500
3/2/19,221500
3/9/19,219750
3/16/19,220500
3/23/19,217500
3/30/19,214000
4/6/19,207250
4/13/19,201500
4/20/19,206000
4/27/19,212500
5/4/19,220250
5/11/19,225000
5/18/19,220500
5/25/19,217500
6/1/19,215250
6/8/19,217750
6/15/19,219000
6/22/19,221750
6/29/19,222500
7/6/19,219000
7/13/19,218750
7/20/19,213250
7/27/19,212000
8/3/19,212750
8/10/19,214000
8/17/19,215000
8/24/19,214750
8/31/19,216750
9/7/19,213000
9/14/19,212750
9/21/19,212500
9/28/19,212750
10/5/19,213750
10/12/19,215750
10/19/19,215250
10/26/19,215000
11/2/19,215250
11/9/19,217000
